schema	tiler.apple-numerical-behaviour/v4
comparison.ios-simulator.multiply_half.runtime.safe.opt-size	agree candidates=ios-simulator.multiply_half.safe.O2.contract-off matched=ios-simulator.multiply_half.safe.O2.contract-off
comparison.ios-simulator.multiply_half.runtime.safe.opt-size.fpfun-fast	agree candidates=ios-simulator.multiply_half.safe.O2.contract-off.fpfun-fast matched=ios-simulator.multiply_half.safe.O2.contract-off.fpfun-fast
comparison.ios-simulator.multiply_one.runtime.fast.opt-default	agree candidates=ios-simulator.multiply_one.fast.O2.contract-off matched=ios-simulator.multiply_one.fast.O2.contract-off
comparison.ios-simulator.multiply_one.runtime.fast.opt-size	agree candidates=ios-simulator.multiply_one.fast.O2.contract-off matched=ios-simulator.multiply_one.fast.O2.contract-off
comparison.ios-simulator.multiply_one.runtime.relaxed.opt-default	agree candidates=ios-simulator.multiply_one.relaxed.O2.contract-off matched=ios-simulator.multiply_one.relaxed.O2.contract-off
comparison.ios-simulator.multiply_one.runtime.relaxed.opt-size	agree candidates=ios-simulator.multiply_one.relaxed.O2.contract-off matched=ios-simulator.multiply_one.relaxed.O2.contract-off
comparison.ios-simulator.multiply_one.runtime.safe.opt-default	agree candidates=ios-simulator.multiply_one.safe.O2.contract-off matched=ios-simulator.multiply_one.safe.O2.contract-off
comparison.ios-simulator.multiply_one.runtime.safe.opt-size	agree candidates=ios-simulator.multiply_one.safe.O2.contract-off matched=ios-simulator.multiply_one.safe.O2.contract-off
comparison.ios-simulator.multiply_two.runtime.fast.opt-default	agree candidates=ios-simulator.multiply_two.fast.O2.contract-off matched=ios-simulator.multiply_two.fast.O2.contract-off
comparison.ios-simulator.multiply_two.runtime.fast.opt-default.fpfun-fast	agree candidates=ios-simulator.multiply_two.fast.O2.contract-off.fpfun-fast matched=ios-simulator.multiply_two.fast.O2.contract-off.fpfun-fast
comparison.ios-simulator.multiply_two.runtime.fast.opt-size	agree candidates=ios-simulator.multiply_two.fast.O2.contract-off matched=ios-simulator.multiply_two.fast.O2.contract-off
comparison.ios-simulator.multiply_two.runtime.fast.opt-size.fpfun-fast	agree candidates=ios-simulator.multiply_two.fast.O2.contract-off.fpfun-fast matched=ios-simulator.multiply_two.fast.O2.contract-off.fpfun-fast
comparison.ios-simulator.multiply_two.runtime.relaxed.opt-default	agree candidates=ios-simulator.multiply_two.relaxed.O2.contract-off matched=ios-simulator.multiply_two.relaxed.O2.contract-off
comparison.ios-simulator.multiply_two.runtime.relaxed.opt-default.fpfun-fast	agree candidates=ios-simulator.multiply_two.relaxed.O2.contract-off.fpfun-fast matched=ios-simulator.multiply_two.relaxed.O2.contract-off.fpfun-fast
comparison.ios-simulator.multiply_two.runtime.relaxed.opt-size	agree candidates=ios-simulator.multiply_two.relaxed.O2.contract-off matched=ios-simulator.multiply_two.relaxed.O2.contract-off
comparison.ios-simulator.multiply_two.runtime.relaxed.opt-size.fpfun-fast	agree candidates=ios-simulator.multiply_two.relaxed.O2.contract-off.fpfun-fast matched=ios-simulator.multiply_two.relaxed.O2.contract-off.fpfun-fast
comparison.ios-simulator.multiply_two.runtime.safe.opt-default	agree candidates=ios-simulator.multiply_two.safe.O2.contract-off matched=ios-simulator.multiply_two.safe.O2.contract-off
comparison.ios-simulator.multiply_two.runtime.safe.opt-default.fpfun-fast	agree candidates=ios-simulator.multiply_two.safe.O2.contract-off.fpfun-fast matched=ios-simulator.multiply_two.safe.O2.contract-off.fpfun-fast
comparison.ios-simulator.multiply_two.runtime.safe.opt-size	agree candidates=ios-simulator.multiply_two.safe.O2.contract-off matched=ios-simulator.multiply_two.safe.O2.contract-off
comparison.ios-simulator.multiply_two.runtime.safe.opt-size.fpfun-fast	agree candidates=ios-simulator.multiply_two.safe.O2.contract-off.fpfun-fast matched=ios-simulator.multiply_two.safe.O2.contract-off.fpfun-fast
comparison.ios-simulator.reassociation_chain.runtime.fast.opt-default	agree candidates=ios-simulator.reassociation_chain.fast.O2.contract-off matched=ios-simulator.reassociation_chain.fast.O2.contract-off
comparison.ios-simulator.reassociation_chain.runtime.fast.opt-size	agree candidates=ios-simulator.reassociation_chain.fast.O2.contract-off matched=ios-simulator.reassociation_chain.fast.O2.contract-off
comparison.ios-simulator.reassociation_chain.runtime.relaxed.opt-default	agree candidates=ios-simulator.reassociation_chain.relaxed.O2.contract-off matched=ios-simulator.reassociation_chain.relaxed.O2.contract-off
comparison.ios-simulator.reassociation_chain.runtime.relaxed.opt-size	agree candidates=ios-simulator.reassociation_chain.relaxed.O2.contract-off matched=ios-simulator.reassociation_chain.relaxed.O2.contract-off
comparison.ios-simulator.reassociation_chain.runtime.safe.opt-default	agree candidates=ios-simulator.reassociation_chain.safe.O2.contract-off matched=ios-simulator.reassociation_chain.safe.O2.contract-off
comparison.ios-simulator.reassociation_chain.runtime.safe.opt-size	agree candidates=ios-simulator.reassociation_chain.safe.O2.contract-off matched=ios-simulator.reassociation_chain.safe.O2.contract-off
comparison.ios-simulator.scale_one_bias_zero.runtime.fast.opt-default	agree candidates=ios-simulator.scale_one_bias_zero.fast.O2.contract-off matched=ios-simulator.scale_one_bias_zero.fast.O2.contract-off
comparison.ios-simulator.scale_one_bias_zero.runtime.fast.opt-default.fpfun-fast	agree candidates=ios-simulator.scale_one_bias_zero.fast.O2.contract-off.fpfun-fast matched=ios-simulator.scale_one_bias_zero.fast.O2.contract-off.fpfun-fast
comparison.ios-simulator.scale_one_bias_zero.runtime.fast.opt-size	agree candidates=ios-simulator.scale_one_bias_zero.fast.O2.contract-off matched=ios-simulator.scale_one_bias_zero.fast.O2.contract-off
comparison.ios-simulator.scale_one_bias_zero.runtime.fast.opt-size.fpfun-fast	agree candidates=ios-simulator.scale_one_bias_zero.fast.O2.contract-off.fpfun-fast matched=ios-simulator.scale_one_bias_zero.fast.O2.contract-off.fpfun-fast
comparison.ios-simulator.scale_one_bias_zero.runtime.relaxed.opt-default	agree candidates=ios-simulator.scale_one_bias_zero.relaxed.O2.contract-off matched=ios-simulator.scale_one_bias_zero.relaxed.O2.contract-off
comparison.ios-simulator.scale_one_bias_zero.runtime.relaxed.opt-default.fpfun-fast	agree candidates=ios-simulator.scale_one_bias_zero.relaxed.O2.contract-off.fpfun-fast matched=ios-simulator.scale_one_bias_zero.relaxed.O2.contract-off.fpfun-fast
comparison.ios-simulator.scale_one_bias_zero.runtime.relaxed.opt-size	agree candidates=ios-simulator.scale_one_bias_zero.relaxed.O2.contract-off matched=ios-simulator.scale_one_bias_zero.relaxed.O2.contract-off
comparison.ios-simulator.scale_one_bias_zero.runtime.relaxed.opt-size.fpfun-fast	agree candidates=ios-simulator.scale_one_bias_zero.relaxed.O2.contract-off.fpfun-fast matched=ios-simulator.scale_one_bias_zero.relaxed.O2.contract-off.fpfun-fast
comparison.ios-simulator.scale_one_bias_zero.runtime.safe.opt-default	agree candidates=ios-simulator.scale_one_bias_zero.safe.O2.contract-off matched=ios-simulator.scale_one_bias_zero.safe.O2.contract-off
comparison.ios-simulator.scale_one_bias_zero.runtime.safe.opt-default.fpfun-fast	agree candidates=ios-simulator.scale_one_bias_zero.safe.O2.contract-off.fpfun-fast matched=ios-simulator.scale_one_bias_zero.safe.O2.contract-off.fpfun-fast
comparison.ios-simulator.scale_one_bias_zero.runtime.safe.opt-size	agree candidates=ios-simulator.scale_one_bias_zero.safe.O2.contract-off matched=ios-simulator.scale_one_bias_zero.safe.O2.contract-off
comparison.ios-simulator.scale_one_bias_zero.runtime.safe.opt-size.fpfun-fast	agree candidates=ios-simulator.scale_one_bias_zero.safe.O2.contract-off.fpfun-fast matched=ios-simulator.scale_one_bias_zero.safe.O2.contract-off.fpfun-fast
comparison.ios-simulator.scale_two_bias_one.runtime.fast.opt-default	agree candidates=ios-simulator.scale_two_bias_one.fast.O2.contract-fast,ios-simulator.scale_two_bias_one.fast.O2.contract-off,ios-simulator.scale_two_bias_one.fast.O2.contract-on matched=ios-simulator.scale_two_bias_one.fast.O2.contract-fast,ios-simulator.scale_two_bias_one.fast.O2.contract-off,ios-simulator.scale_two_bias_one.fast.O2.contract-on
comparison.ios-simulator.scale_two_bias_one.runtime.fast.opt-size	agree candidates=ios-simulator.scale_two_bias_one.fast.O2.contract-fast,ios-simulator.scale_two_bias_one.fast.O2.contract-off,ios-simulator.scale_two_bias_one.fast.O2.contract-on matched=ios-simulator.scale_two_bias_one.fast.O2.contract-fast,ios-simulator.scale_two_bias_one.fast.O2.contract-off,ios-simulator.scale_two_bias_one.fast.O2.contract-on
comparison.ios-simulator.scale_two_bias_one.runtime.relaxed.opt-default	agree candidates=ios-simulator.scale_two_bias_one.relaxed.O2.contract-fast,ios-simulator.scale_two_bias_one.relaxed.O2.contract-off,ios-simulator.scale_two_bias_one.relaxed.O2.contract-on matched=ios-simulator.scale_two_bias_one.relaxed.O2.contract-fast,ios-simulator.scale_two_bias_one.relaxed.O2.contract-off,ios-simulator.scale_two_bias_one.relaxed.O2.contract-on
comparison.ios-simulator.scale_two_bias_one.runtime.relaxed.opt-size	agree candidates=ios-simulator.scale_two_bias_one.relaxed.O2.contract-fast,ios-simulator.scale_two_bias_one.relaxed.O2.contract-off,ios-simulator.scale_two_bias_one.relaxed.O2.contract-on matched=ios-simulator.scale_two_bias_one.relaxed.O2.contract-fast,ios-simulator.scale_two_bias_one.relaxed.O2.contract-off,ios-simulator.scale_two_bias_one.relaxed.O2.contract-on
comparison.ios-simulator.scale_two_bias_one.runtime.safe.opt-default	agree candidates=ios-simulator.scale_two_bias_one.safe.O2.contract-fast,ios-simulator.scale_two_bias_one.safe.O2.contract-off,ios-simulator.scale_two_bias_one.safe.O2.contract-on matched=ios-simulator.scale_two_bias_one.safe.O2.contract-fast,ios-simulator.scale_two_bias_one.safe.O2.contract-off,ios-simulator.scale_two_bias_one.safe.O2.contract-on
comparison.ios-simulator.scale_two_bias_one.runtime.safe.opt-size	agree candidates=ios-simulator.scale_two_bias_one.safe.O2.contract-fast,ios-simulator.scale_two_bias_one.safe.O2.contract-off,ios-simulator.scale_two_bias_one.safe.O2.contract-on matched=ios-simulator.scale_two_bias_one.safe.O2.contract-fast,ios-simulator.scale_two_bias_one.safe.O2.contract-off,ios-simulator.scale_two_bias_one.safe.O2.contract-on
comparison.macos.add_smallest_normal.runtime.fast.opt-default	agree candidates=macos.add_smallest_normal.fast.O2.contract-off matched=macos.add_smallest_normal.fast.O2.contract-off
comparison.macos.add_smallest_normal.runtime.fast.opt-size	agree candidates=macos.add_smallest_normal.fast.O2.contract-off matched=macos.add_smallest_normal.fast.O2.contract-off
comparison.macos.add_smallest_normal.runtime.relaxed.opt-default	agree candidates=macos.add_smallest_normal.relaxed.O2.contract-off matched=macos.add_smallest_normal.relaxed.O2.contract-off
comparison.macos.add_smallest_normal.runtime.relaxed.opt-size	agree candidates=macos.add_smallest_normal.relaxed.O2.contract-off matched=macos.add_smallest_normal.relaxed.O2.contract-off
comparison.macos.add_smallest_normal.runtime.safe.opt-default	agree candidates=macos.add_smallest_normal.safe.O2.contract-off matched=macos.add_smallest_normal.safe.O2.contract-off
comparison.macos.add_smallest_normal.runtime.safe.opt-size	agree candidates=macos.add_smallest_normal.safe.O2.contract-off matched=macos.add_smallest_normal.safe.O2.contract-off
comparison.macos.contraction_pair.runtime.safe.opt-default	agree-on-some candidates=macos.contraction_pair.safe.O2.contract-fast,macos.contraction_pair.safe.O2.contract-off,macos.contraction_pair.safe.O2.contract-on matched=macos.contraction_pair.safe.O2.contract-off,macos.contraction_pair.safe.O2.contract-on
comparison.macos.contraction_pair.runtime.safe.opt-size	agree-on-some candidates=macos.contraction_pair.safe.O2.contract-fast,macos.contraction_pair.safe.O2.contract-off,macos.contraction_pair.safe.O2.contract-on matched=macos.contraction_pair.safe.O2.contract-off,macos.contraction_pair.safe.O2.contract-on
comparison.macos.contraction_pair_canonicalized.runtime.safe.opt-default	agree candidates=macos.contraction_pair_canonicalized.safe.O2.contract-fast,macos.contraction_pair_canonicalized.safe.O2.contract-off,macos.contraction_pair_canonicalized.safe.O2.contract-on matched=macos.contraction_pair_canonicalized.safe.O2.contract-fast,macos.contraction_pair_canonicalized.safe.O2.contract-off,macos.contraction_pair_canonicalized.safe.O2.contract-on
comparison.macos.contraction_pair_canonicalized.runtime.safe.opt-size	agree candidates=macos.contraction_pair_canonicalized.safe.O2.contract-fast,macos.contraction_pair_canonicalized.safe.O2.contract-off,macos.contraction_pair_canonicalized.safe.O2.contract-on matched=macos.contraction_pair_canonicalized.safe.O2.contract-fast,macos.contraction_pair_canonicalized.safe.O2.contract-off,macos.contraction_pair_canonicalized.safe.O2.contract-on
comparison.macos.divide_by_half.runtime.safe.opt-default	agree candidates=macos.divide_by_half.safe.O2.contract-off matched=macos.divide_by_half.safe.O2.contract-off
comparison.macos.divide_by_half.runtime.safe.opt-size	agree candidates=macos.divide_by_half.safe.O2.contract-off matched=macos.divide_by_half.safe.O2.contract-off
comparison.macos.divide_by_three.runtime.fast.opt-default	agree candidates=macos.divide_by_three.fast.O2.contract-off matched=macos.divide_by_three.fast.O2.contract-off
comparison.macos.divide_by_three.runtime.fast.opt-size	agree candidates=macos.divide_by_three.fast.O2.contract-off matched=macos.divide_by_three.fast.O2.contract-off
comparison.macos.divide_by_three.runtime.relaxed.opt-default	agree candidates=macos.divide_by_three.relaxed.O2.contract-off matched=macos.divide_by_three.relaxed.O2.contract-off
comparison.macos.divide_by_three.runtime.relaxed.opt-size	agree candidates=macos.divide_by_three.relaxed.O2.contract-off matched=macos.divide_by_three.relaxed.O2.contract-off
comparison.macos.divide_by_three.runtime.safe.opt-default	agree candidates=macos.divide_by_three.safe.O2.contract-off matched=macos.divide_by_three.safe.O2.contract-off
comparison.macos.divide_by_three.runtime.safe.opt-size	agree candidates=macos.divide_by_three.safe.O2.contract-off matched=macos.divide_by_three.safe.O2.contract-off
comparison.macos.divide_by_three_eighths.runtime.fast.opt-default	agree candidates=macos.divide_by_three_eighths.fast.O2.contract-off matched=macos.divide_by_three_eighths.fast.O2.contract-off
comparison.macos.divide_by_three_eighths.runtime.fast.opt-size	agree candidates=macos.divide_by_three_eighths.fast.O2.contract-off matched=macos.divide_by_three_eighths.fast.O2.contract-off
comparison.macos.divide_by_three_eighths.runtime.relaxed.opt-default	agree candidates=macos.divide_by_three_eighths.relaxed.O2.contract-off matched=macos.divide_by_three_eighths.relaxed.O2.contract-off
comparison.macos.divide_by_three_eighths.runtime.relaxed.opt-size	agree candidates=macos.divide_by_three_eighths.relaxed.O2.contract-off matched=macos.divide_by_three_eighths.relaxed.O2.contract-off
comparison.macos.divide_by_three_eighths.runtime.safe.opt-default	agree candidates=macos.divide_by_three_eighths.safe.O2.contract-off matched=macos.divide_by_three_eighths.safe.O2.contract-off
comparison.macos.divide_by_three_eighths.runtime.safe.opt-size	agree candidates=macos.divide_by_three_eighths.safe.O2.contract-off matched=macos.divide_by_three_eighths.safe.O2.contract-off
comparison.macos.divide_by_two.runtime.safe.opt-default	agree candidates=macos.divide_by_two.safe.O2.contract-off matched=macos.divide_by_two.safe.O2.contract-off
comparison.macos.divide_by_two.runtime.safe.opt-size	agree candidates=macos.divide_by_two.safe.O2.contract-off matched=macos.divide_by_two.safe.O2.contract-off
comparison.macos.fused_pair.runtime.safe.opt-default	agree candidates=macos.fused_pair.safe.O2.contract-fast,macos.fused_pair.safe.O2.contract-off,macos.fused_pair.safe.O2.contract-on matched=macos.fused_pair.safe.O2.contract-fast,macos.fused_pair.safe.O2.contract-off,macos.fused_pair.safe.O2.contract-on
comparison.macos.fused_pair.runtime.safe.opt-size	agree candidates=macos.fused_pair.safe.O2.contract-fast,macos.fused_pair.safe.O2.contract-off,macos.fused_pair.safe.O2.contract-on matched=macos.fused_pair.safe.O2.contract-fast,macos.fused_pair.safe.O2.contract-off,macos.fused_pair.safe.O2.contract-on
